"Title","Date","Link","Description"
"ضرورت برنامه‌ریزی برای آشکارسازی تاثیر سوء تحریم‌های یکجانبه علیه ایران","۱۵ اسفند ۱۴۰۲","https://atu.ac.ir/fa/news/24875/%D8%B6%D8%B1%D9%88%D8%B1%D8%AA-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D8%B1%DB%8C%D8%B2%DB%8C-%D8%A8%D8%B1%D8%A7%DB%8C-%D8%A2%D8%B4%DA%A9%D8%A7%D8%B1%D8%B3%D8%A7%D8%B2%DB%8C-%D8%AA%D8%A7%D8%AB%DB%8C%D8%B1-%D8%B3%D9%88-%D8%AA%D8%AD%D8%B1%DB%8C%D9%85-%D9%87%D8%A7%DB%8C-%DB%8C%DA%A9%D8%AC%D8%A7%D9%86%D8%A8%D9%87-%D8%B9%D9%84%DB%8C%D9%87-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86","نشست دور نهایی نخستین دادگاه تمرینی یا شبیه‌سازی دادرسی (موت کورت ملی) پیگیری تحریم‌های یکجانبه و تبعیت از آن‌ها در سالن شهید بهشتی دانشکده حقوق و علوم سیاسی دانشگاه علامه‌طباطبائی برگزار شد."
"یکی از وظایف دانشگاه مفهوم‌سازی و ادبیات‌سازی در زمینه تحریم است","۱۵ اسفند ۱۴۰۲","https://atu.ac.ir/fa/news/24863/%DB%8C%DA%A9%DB%8C-%D8%A7%D8%B2-%D9%88%D8%B8%D8%A7%DB%8C%D9%81-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87-%D9%85%D9%81%D9%87%D9%88%D9%85-%D8%B3%D8%A7%D8%B2%DB%8C-%D9%88-%D8%A7%D8%AF%D8%A8%DB%8C%D8%A7%D8%AA-%D8%B3%D8%A7%D8%B2%DB%8C-%D8%AF%D8%B1-%D8%B2%D9%85%DB%8C%D9%86%D9%87-%D8%AA%D8%AD%D8%B1%DB%8C%D9%85-%D8%A7%D8%B3%D8%AA","معاون سیاسی وزیر امور خارجه ایران در دانشگاه علامه‌طباطبائی گفت: تحریم یک تهدید بزرگ بین‌المللی است؛ بنابراین یکی از وظایف نهاد دانشگاه مفهوم سازی و ادبیات‌سازی در این زمینه است."
"حضور رئیس دانشگاه علامه‌طباطبائی در جمع کاروان راهیان نور دانشجویان","۱۴ اسفند ۱۴۰۲","https://atu.ac.ir/fa/news/24861/%D8%AD%D8%B6%D9%88%D8%B1-%D8%B1%D8%A6%DB%8C%D8%B3-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87-%D8%B9%D9%84%D8%A7%D9%85%D9%87-%D8%B7%D8%A8%D8%A7%D8%B7%D8%A8%D8%A7%D8%A6%DB%8C-%D8%AF%D8%B1-%D8%AC%D9%85%D8%B9-%DA%A9%D8%A7%D8%B1%D9%88%D8%A7%D9%86-%D8%B1%D8%A7%D9%87%DB%8C%D8%A7%D9%86-%D9%86%D9%88%D8%B1-%D8%AF%D8%A7%D9%86%D8%B4%D8%AC%D9%88%DB%8C%D8%A7%D9%86","رئیس دانشگاه علامه‌طباطبائی با همراهی هیئت رئیسه و مسئول نهاد نمایندگی مقام معظم رهبری در جمع کاروان اردوی راهیان نور حضور یافت."
"کسی که می‌خواهد خوب قضاوت کند، باید خوب زندگی کند","۱۳ اسفند ۱۴۰۲","https://atu.ac.ir/fa/news/24844/%DA%A9%D8%B3%DB%8C-%DA%A9%D9%87-%D9%85%DB%8C-%D8%AE%D9%88%D8%A7%D9%87%D8%AF-%D8%AE%D9%88%D8%A8-%D9%82%D8%B6%D8%A7%D9%88%D8%AA-%DA%A9%D9%86%D8%AF-%D8%A8%D8%A7%DB%8C%D8%AF-%D8%AE%D9%88%D8%A8-%D8%B2%D9%86%D8%AF%DA%AF%DB%8C-%DA%A9%D9%86%D8%AF","رئیس دانشگاه علامه‌طباطبائی در آیین پایانی رقابت علمی دانشجویان حقوق در قالب موت کورت ملی حقوق کیفری گفت: کسی که می‌خواهد قاضی خوبی باشد و خوب قضاوت کند باید مواظب افکار، گفتار، رفتار و قضاوت‌های ساده روزمره‌ خود باشد و وقتی مطلبی را بیان می‌کند آن مطلب را مستند و مستدل بیان کند."
"نشست مشترک کاری هیئت جذب دانشگاه علامه‌طباطبائی با رئیس مرکز جذب هیئت علمی وزارت علوم، تحقیقات و فناوری","۱۳ اسفند ۱۴۰۲","https://atu.ac.ir/fa/news/24843/%D9%86%D8%B4%D8%B3%D8%AA-%D9%85%D8%B4%D8%AA%D8%B1%DA%A9-%DA%A9%D8%A7%D8%B1%DB%8C-%D9%87%DB%8C%D8%A6%D8%AA-%D8%AC%D8%B0%D8%A8-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87-%D8%B9%D9%84%D8%A7%D9%85%D9%87-%D8%B7%D8%A8%D8%A7%D8%B7%D8%A8%D8%A7%D8%A6%DB%8C-%D8%A8%D8%A7-%D8%B1%D8%A6%DB%8C%D8%B3-%D9%85%D8%B1%DA%A9%D8%B2-%D8%AC%D8%B0%D8%A8-%D9%87%DB%8C%D8%A6%D8%AA-%D8%B9%D9%84%D9%85%DB%8C-%D9%88%D8%B2%D8%A7%D8%B1%D8%AA-%D8%B9%D9%84%D9%88%D9%85-%D8%AA%D8%AD%D9%82%DB%8C%D9%82%D8%A7%D8%AA-%D9%88-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C","نشست مشترک کاری هیئت جذب دانشگاه علامه‌طباطبائی با رئیس مرکز جذب هیئت علمی وزارت علوم، تحقیقات و فناوری با حضور جمعی از اعضای صلاحیت عمومی و اجرائی هیئت جذب استان تهران و هیئت اجرایی دانشگاه علامه‌طباطبائی برگزار شد."
"نمایشگاه سبک زندگی اسلامی ایرانی پرنیان","۱۳ اسفند ۱۴۰۲","https://atu.ac.ir/fa/news/24842/%D9%86%D9%85%D8%A7%DB%8C%D8%B4%DA%AF%D8%A7%D9%87-%D8%B3%D8%A8%DA%A9-%D8%B2%D9%86%D8%AF%DA%AF%DB%8C-%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86%DB%8C-%D9%BE%D8%B1%D9%86%DB%8C%D8%A7%D9%86","نمایشگاه سبک زندگی اسلامی ایرانی پرنیان به همت نهاد نمایندگی مقام معظم رهبری در دانشگاه علامه‌طباطبائی با همکاری دفتر مشاوره سلامت و سبک زندگی سازمان امور دانشجویان وزارت علوم، تحقیقات و فناوری و معاونت فرهنگی و اجتماعی دانشگاه در مسجد امام علی (ع) افتتاح شد."
"دبیرخانه برگزاری دوره‌های موت کورت در دانشگاه علامه‌طباطبائی تشکیل شود","۱۳ اسفند ۱۴۰۲","https://atu.ac.ir/fa/news/24840/%D8%AF%D8%A8%DB%8C%D8%B1%D8%AE%D8%A7%D9%86%D9%87-%D8%A8%D8%B1%DA%AF%D8%B2%D8%A7%D8%B1%DB%8C-%D8%AF%D9%88%D8%B1%D9%87-%D9%87%D8%A7%DB%8C-%D9%85%D9%88%D8%AA-%DA%A9%D9%88%D8%B1%D8%AA-%D8%AF%D8%B1-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87-%D8%B9%D9%84%D8%A7%D9%85%D9%87-%D8%B7%D8%A8%D8%A7%D8%B7%D8%A8%D8%A7%D8%A6%DB%8C-%D8%AA%D8%B4%DA%A9%DB%8C%D9%84-%D8%B4%D9%88%D8%AF","وزیر دادگستری در آیین پایانی رقابت علمی دانشجویان حقوق در قالب موت کورت ملی حقوق کیفری که در دانشگاه علامه‌طباطبائی برگزار شد گفت: با توجه به پیشگامی دانشگاه علامه‌طباطبائی در زمینه موت کورت، پیشنهاد می‌کنم دبیرخانه برگزاری این دوره‌ها در دانشکده حقوق این دانشگاه تشکیل شود."
"بخش قرآنی دومین دوره جشنواره قرآنی، فرهنگی و هنری شهید سید مرتضی آوینی در دانشگاه علامه‌طباطبائی برگزار شد","۱۲ اسفند ۱۴۰۲","https://atu.ac.ir/fa/news/24829/%D8%A8%D8%AE%D8%B4-%D9%82%D8%B1%D8%A2%D9%86%DB%8C-%D8%AF%D9%88%D9%85%DB%8C%D9%86-%D8%AF%D9%88%D8%B1%D9%87-%D8%AC%D8%B4%D9%86%D9%88%D8%A7%D8%B1%D9%87-%D9%82%D8%B1%D8%A2%D9%86%DB%8C-%D9%81%D8%B1%D9%87%D9%86%DA%AF%DB%8C-%D9%88-%D9%87%D9%86%D8%B1%DB%8C-%D8%B4%D9%87%DB%8C%D8%AF-%D8%B3%DB%8C%D8%AF-%D9%85%D8%B1%D8%AA%D8%B6%DB%8C-%D8%A2%D9%88%DB%8C%D9%86%DB%8C-%D8%AF%D8%B1-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87-%D8%B9%D9%84%D8%A7%D9%85%D9%87-%D8%B7%D8%A8%D8%A7%D8%B7%D8%A8%D8%A7%D8%A6%DB%8C-%D8%A8%D8%B1%DA%AF%D8%B2%D8%A7%D8%B1-%D8%B4%D8%AF","دومین دوره جشنواره قرآنی، فرهنگی و هنری شهید سید مرتضی آوینی و سی و هشتمین جشنواره قرآن و عترت دانشگاه علامه‌طباطبائی به همت دفتر امور شاهد و ایثارگر دانشگاه و معاونت فرهنگی و اجتماعی دانشگاه برگزار شد."
"اعلام مواد ارزیابی جامع نیم‌سال دوم سال تحصیلی ۱۴۰۳-۱۴۰۲","۱۲ اسفند ۱۴۰۲","https://atu.ac.ir/fa/news/24828/%D8%A7%D8%B9%D9%84%D8%A7%D9%85-%D9%85%D9%88%D8%A7%D8%AF-%D8%A7%D8%B1%D8%B2%DB%8C%D8%A7%D8%A8%DB%8C-%D8%AC%D8%A7%D9%85%D8%B9-%D9%86%DB%8C%D9%85-%D8%B3%D8%A7%D9%84-%D8%AF%D9%88%D9%85-%D8%B3%D8%A7%D9%84-%D8%AA%D8%AD%D8%B5%DB%8C%D9%84%DB%8C-%DB%B1%DB%B4%DB%B0%DB%B3-%DB%B1%DB%B4%DB%B0%DB%B2","معاونت آموزشی دانشگاه علامه‌طباطبائی در اطلاعیه‌ای مواد ارزیابی جامع نیم‌سال دوم سال تحصیلی ۱۴۰۳-۱۴۰۲ را برای دانشجویان مقطع دکتری واجد شرایط شرکت در آزمون اعلام کرد."
"«کاربردهای تحقیق در عملیات در سیستم‌های سلامت»","۱۲ اسفند ۱۴۰۲","https://atu.ac.ir/fa/news/24825/-%DA%A9%D8%A7%D8%B1%D8%A8%D8%B1%D8%AF%D9%87%D8%A7%DB%8C-%D8%AA%D8%AD%D9%82%DB%8C%D9%82-%D8%AF%D8%B1-%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA-%D8%AF%D8%B1-%D8%B3%DB%8C%D8%B3%D8%AA%D9%85-%D9%87%D8%A7%DB%8C-%D8%B3%D9%84%D8%A7%D9%85%D8%AA-","کتاب «کاربردهای تحقیق در عملیات در سیستم‌های سلامت» نوشته سیدمحمدعلی خاتمی فیروزآبادی و مجتبی حاجیان حیدری، به همت مرکز چاپ و انتشارات دانشگاه علامه‌طباطبائی به چاپ رسید."
"حضور پرشور مردم و دانشگاهیان در محل اخذ رای دانشگاه علامه‌طباطبائی","۱۱ اسفند ۱۴۰۲","https://atu.ac.ir/fa/news/24814/%D8%AD%D8%B6%D9%88%D8%B1-%D9%BE%D8%B1%D8%B4%D9%88%D8%B1-%D9%85%D8%B1%D8%AF%D9%85-%D9%88-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87%DB%8C%D8%A7%D9%86-%D8%AF%D8%B1-%D9%85%D8%AD%D9%84-%D8%A7%D8%AE%D8%B0-%D8%B1%D8%A7%DB%8C-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87-%D8%B9%D9%84%D8%A7%D9%85%D9%87-%D8%B7%D8%A8%D8%A7%D8%B7%D8%A8%D8%A7%D8%A6%DB%8C","مردم و دانشگاهیان از صبح امروز با حضور در حوزه اخذ رای دانشگاه علامه‌طباطبائی، با آرمان‌های نظام و انقلاب اسلامی تجدید میثاق کردند."
"امروز همه مردم در رای‌گیری شرکت می‌کنند","۱۱ اسفند ۱۴۰۲","https://atu.ac.ir/fa/news/24813/%D8%A7%D9%85%D8%B1%D9%88%D8%B2-%D9%87%D9%85%D9%87-%D9%85%D8%B1%D8%AF%D9%85-%D8%AF%D8%B1-%D8%B1%D8%A7%DB%8C-%DA%AF%DB%8C%D8%B1%DB%8C-%D8%B4%D8%B1%DA%A9%D8%AA-%D9%85%DB%8C-%DA%A9%D9%86%D9%86%D8%AF","رئیس دانشگاه علامه‌طباطبائی با حضور در حوزه اخذ رای دانشکده ادبیات فارسی و زبان‌های خارجی این دانشگاه اظهار کرد: کسانی که رای می‌دهند، کمک می‌کنند که نظام جمهوری اسلامی بتواند مقتدرتر از همیشه، بالنده و پیشرو حرکت کند."
"امضای ۳ سند همکاری میان دانشگاه علامه‌طباطبائی و دانشگاه‌های روسیه","۱۱ اسفند ۱۴۰۲","https://atu.ac.ir/fa/news/24812/%D8%A7%D9%85%D8%B6%D8%A7%DB%8C-%DB%B3-%D8%B3%D9%86%D8%AF-%D9%87%D9%85%DA%A9%D8%A7%D8%B1%DB%8C-%D9%85%DB%8C%D8%A7%D9%86-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87-%D8%B9%D9%84%D8%A7%D9%85%D9%87-%D8%B7%D8%A8%D8%A7%D8%B7%D8%A8%D8%A7%D8%A6%DB%8C-%D9%88-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87-%D9%87%D8%A7%DB%8C-%D8%B1%D9%88%D8%B3%DB%8C%D9%87","دانشگاه علامه‌طباطبائی و دانشگاه‌های روسیه در روز پایانی هفدهمین نشست اجلاس کمیسیون مشترک اقتصادی میان دو کشور، ۳ سند همکاری علمی، امضا کردند."
"ضرورت حمایت از اعضای هیئت علمی برای حضور در مجامع علمی جهانی","۱۰ اسفند ۱۴۰۲","https://atu.ac.ir/fa/news/24809/%D8%B6%D8%B1%D9%88%D8%B1%D8%AA-%D8%AD%D9%85%D8%A7%DB%8C%D8%AA-%D8%A7%D8%B2-%D8%A7%D8%B9%D8%B6%D8%A7%DB%8C-%D9%87%DB%8C%D8%A6%D8%AA-%D8%B9%D9%84%D9%85%DB%8C-%D8%A8%D8%B1%D8%A7%DB%8C-%D8%AD%D8%B6%D9%88%D8%B1-%D8%AF%D8%B1-%D9%85%D8%AC%D8%A7%D9%85%D8%B9-%D8%B9%D9%84%D9%85%DB%8C-%D8%AC%D9%87%D8%A7%D9%86%DB%8C","رئیس دانشگاه علامه طباطبائی در دیدار با رئیس سازمان برنامه و بودجه کشور، از ناتوانی این مجموعه آموزشی در حمایت از اعضای هیئت علمی برای حضور در مجامع علمی جهانی گفت و افزود: اگر این رویه اصلاح نشود حوزه آموزش عالی کشور ضربه سنگینی خواهد خورد."
"دانشگاه علامه‌طباطبائی و کمیته امداد امام خمینی(ره) تفاهم‌نامه همکاری امضا کردند","۱۰ اسفند ۱۴۰۲","https://atu.ac.ir/fa/news/24806/%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87-%D8%B9%D9%84%D8%A7%D9%85%D9%87-%D8%B7%D8%A8%D8%A7%D8%B7%D8%A8%D8%A7%D8%A6%DB%8C-%D9%88-%DA%A9%D9%85%DB%8C%D8%AA%D9%87-%D8%A7%D9%85%D8%AF%D8%A7%D8%AF-%D8%A7%D9%85%D8%A7%D9%85-%D8%AE%D9%85%DB%8C%D9%86%DB%8C-%D8%B1%D9%87-%D8%AA%D9%81%D8%A7%D9%87%D9%85-%D9%86%D8%A7%D9%85%D9%87-%D9%87%D9%85%DA%A9%D8%A7%D8%B1%DB%8C-%D8%A7%D9%85%D8%B6%D8%A7-%DA%A9%D8%B1%D8%AF%D9%86%D8%AF","دانشگاه علامه‌طباطبائی و کمیته امداد امام خمینی(ره) با هدف توسعه همکاری‌های علمی و پژوهشی در راستای توانمندسازی محرومان، تفاهم‌نامه همکاری امضا کردند."
"گفت‌گوهای فراگیر باعث افزایش سطح مشارکت مردم در انتخابات می‌شود","۰۹ اسفند ۱۴۰۲","https://atu.ac.ir/fa/news/24791/%DA%AF%D9%81%D8%AA-%DA%AF%D9%88%D9%87%D8%A7%DB%8C-%D9%81%D8%B1%D8%A7%DA%AF%DB%8C%D8%B1-%D8%A8%D8%A7%D8%B9%D8%AB-%D8%A7%D9%81%D8%B2%D8%A7%DB%8C%D8%B4-%D8%B3%D8%B7%D8%AD-%D9%85%D8%B4%D8%A7%D8%B1%DA%A9%D8%AA-%D9%85%D8%B1%D8%AF%D9%85-%D8%AF%D8%B1-%D8%A7%D9%86%D8%AA%D8%AE%D8%A7%D8%A8%D8%A7%D8%AA-%D9%85%DB%8C-%D8%B4%D9%88%D8%AF","سومین نشست علمی «مشارکت حداکثری در انتخابات، فرصت‌ها و چالش‌ها» به همت کانون بسیج اساتید دانشگاه علامه‌طباطبائی با همکاری بسیج اساتید دانشکده علوم اجتماعی با حضور صاحب‌نظران، اعضای هیئت علمی و استادان در دانشکده علوم اجتماعی برگزار شد."
"مردم به کسانی رأی می‌دهند که در سرنوشت معیشتی‌شان مؤثر باشند","۰۸ اسفند ۱۴۰۲","https://atu.ac.ir/fa/news/24779/%D9%85%D8%B1%D8%AF%D9%85-%D8%A8%D9%87-%DA%A9%D8%B3%D8%A7%D9%86%DB%8C-%D8%B1%D8%A3%DB%8C-%D9%85%DB%8C-%D8%AF%D9%87%D9%86%D8%AF-%DA%A9%D9%87-%D8%AF%D8%B1-%D8%B3%D8%B1%D9%86%D9%88%D8%B4%D8%AA-%D9%85%D8%B9%DB%8C%D8%B4%D8%AA%DB%8C-%D8%B4%D8%A7%D9%86-%D9%85%D8%A4%D8%AB%D8%B1-%D8%A8%D8%A7%D8%B4%D9%86%D8%AF","استاد علوم سیاسی دانشگاه علامه‌طباطبائی در دومین نشست علمی «مشارکت حداکثری در انتخابات، فرصت‌ها و چالش‌ها» به بررسی و علل میزان مشارکت در انتخابات جهان و ایران پرداخت و گفت: مردم به کسانی رأی می‌دهند که در سرنوشت معیشتی‌شان مؤثر باشند."
"سومین نشست معاون توسعه و مدیریت منابع دانشگاه علامه‌طباطبائی با کارکنان اداری برگزار شد","۰۸ اسفند ۱۴۰۲","https://atu.ac.ir/fa/news/24778/%D8%B3%D9%88%D9%85%DB%8C%D9%86-%D9%86%D8%B4%D8%B3%D8%AA-%D9%85%D8%B9%D8%A7%D9%88%D9%86-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D9%88-%D9%85%D8%AF%DB%8C%D8%B1%DB%8C%D8%AA-%D9%85%D9%86%D8%A7%D8%A8%D8%B9-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87-%D8%B9%D9%84%D8%A7%D9%85%D9%87-%D8%B7%D8%A8%D8%A7%D8%B7%D8%A8%D8%A7%D8%A6%DB%8C-%D8%A8%D8%A7-%DA%A9%D8%A7%D8%B1%DA%A9%D9%86%D8%A7%D9%86-%D8%A7%D8%AF%D8%A7%D8%B1%DB%8C-%D8%A8%D8%B1%DA%AF%D8%B2%D8%A7%D8%B1-%D8%B4%D8%AF","معاون توسعه و مدیریت منابع دانشگاه علامه‌طباطبائی در نشستی صمیمی با کارکنان علمی و اداری گفت: تعالی هر مجموعه، فقط با همدلی و رایزنی اتفاق می‌افتد. گفت‌و‌گو و در میان گذاشتن نظرات و شنیدن انتقادات، مسیر روشنی را برای تعالی و ترقی به روی مجموعه ما باز می‌کند."
"دعوت رئیس دانشگاه علامه‌طباطبائی برای مشارکت حداکثری در انتخابات","۰۸ اسفند ۱۴۰۲","https://atu.ac.ir/fa/news/24764/%D8%AF%D8%B9%D9%88%D8%AA-%D8%B1%D8%A6%DB%8C%D8%B3-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87-%D8%B9%D9%84%D8%A7%D9%85%D9%87-%D8%B7%D8%A8%D8%A7%D8%B7%D8%A8%D8%A7%D8%A6%DB%8C-%D8%A8%D8%B1%D8%A7%DB%8C-%D9%85%D8%B4%D8%A7%D8%B1%DA%A9%D8%AA-%D8%AD%D8%AF%D8%A7%DA%A9%D8%AB%D8%B1%DB%8C-%D8%AF%D8%B1-%D8%A7%D9%86%D8%AA%D8%AE%D8%A7%D8%A8%D8%A7%D8%AA","رئیس دانشگاه علامه‌طباطبائی دانشجویان، استادان، کارکنان دانشگاه و آحاد مردم را به مشارکت در انتخابات روز جمعه ۱۱ اسفندماه ۱۴۰۲ دعوت کرد."
"دانشگاه‌های تهران برای حضور فعال مردم در انتخابات نقش مهمی بر عهده دارند","۰۷ اسفند ۱۴۰۲","https://atu.ac.ir/fa/news/24758/%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87-%D9%87%D8%A7%DB%8C-%D8%AA%D9%87%D8%B1%D8%A7%D9%86-%D8%A8%D8%B1%D8%A7%DB%8C-%D8%AD%D8%B6%D9%88%D8%B1-%D9%81%D8%B9%D8%A7%D9%84-%D9%85%D8%B1%D8%AF%D9%85-%D8%AF%D8%B1-%D8%A7%D9%86%D8%AA%D8%AE%D8%A7%D8%A8%D8%A7%D8%AA-%D9%86%D9%82%D8%B4-%D9%85%D9%87%D9%85%DB%8C-%D8%A8%D8%B1-%D8%B9%D9%87%D8%AF%D9%87-%D8%AF%D8%A7%D8%B1%D9%86%D8%AF","نشست هم‌اندیشی وبیناری با عنوان «اهمیت مشارکت سیاسی و ضرورت حضور حداکثری در انتخابات» و با هدف تبیین اهمیت و تاثیرگذاری مشارکت و حضور حداکثری در انتخاب از دریچه علوم انسانی و اجتماعی و تخصص و دانش‌ استادان و بررسی آسیب‌شناختی موانع این رخداد برگزار شد."
"نقشه جامع میان‌رشته‌ای دانشگاه علامه‌طباطبائی طراحی می‌شود","۰۷ اسفند ۱۴۰۲","https://atu.ac.ir/fa/news/24757/%D9%86%D9%82%D8%B4%D9%87-%D8%AC%D8%A7%D9%85%D8%B9-%D9%85%DB%8C%D8%A7%D9%86-%D8%B1%D8%B4%D8%AA%D9%87-%D8%A7%DB%8C-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87-%D8%B9%D9%84%D8%A7%D9%85%D9%87-%D8%B7%D8%A8%D8%A7%D8%B7%D8%A8%D8%A7%D8%A6%DB%8C-%D8%B7%D8%B1%D8%A7%D8%AD%DB%8C-%D9%85%DB%8C-%D8%B4%D9%88%D8%AF","معاون آموزشی دانشگاه در نشست مدیران گروه‌های آموزشی از طراحی یک نقشه جامع میان‌رشته‌ای در دانشگاه علامه‌طباطبائی و تهیه شیوه‌نامه گرنت آموزشی دانشگاه و ارسال آن به وزارت علوم خبر داد و گفت: هدف‌ما ارتقا کیفیت آموزشی است."
"یازدهمین همایش بین‌المللی زبان‌شناسی","۰۵ اسفند ۱۴۰۲","https://atu.ac.ir/fa/news/24728/%DB%8C%D8%A7%D8%B2%D8%AF%D9%87%D9%85%DB%8C%D9%86-%D9%87%D9%85%D8%A7%DB%8C%D8%B4-%D8%A8%DB%8C%D9%86-%D8%A7%D9%84%D9%85%D9%84%D9%84%DB%8C-%D8%B2%D8%A8%D8%A7%D9%86-%D8%B4%D9%86%D8%A7%D8%B3%DB%8C","یازدهمین همایش بین‌المللی زبان‌شناسی با حضور استادان، اندیشمندان و پژوهشگران این حوزه به همت دانشکده ادبیات فارسی و زبان‌های خارجی دانشگاه علامه‌طباطبائی برگزار شد."
"تقدیر امام جمعه موقت تهران و رئیس ستاد امر به معروف و نهی از منکر کشور از دانشجوی دانشگاه علامه‌طباطبائی","۰۵ اسفند ۱۴۰۲","https://atu.ac.ir/fa/news/24726/%D8%AA%D9%82%D8%AF%DB%8C%D8%B1-%D8%A7%D9%85%D8%A7%D9%85-%D8%AC%D9%85%D8%B9%D9%87-%D9%85%D9%88%D9%82%D8%AA-%D8%AA%D9%87%D8%B1%D8%A7%D9%86-%D9%88-%D8%B1%D8%A6%DB%8C%D8%B3-%D8%B3%D8%AA%D8%A7%D8%AF-%D8%A7%D9%85%D8%B1-%D8%A8%D9%87-%D9%85%D8%B9%D8%B1%D9%88%D9%81-%D9%88-%D9%86%D9%87%DB%8C-%D8%A7%D8%B2-%D9%85%D9%86%DA%A9%D8%B1-%DA%A9%D8%B4%D9%88%D8%B1-%D8%A7%D8%B2-%D8%AF%D8%A7%D9%86%D8%B4%D8%AC%D9%88%DB%8C-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87-%D8%B9%D9%84%D8%A7%D9%85%D9%87-%D8%B7%D8%A8%D8%A7%D8%B7%D8%A8%D8%A7%D8%A6%DB%8C","آیین پایانی نخستین جشنواره «معروف» با حضور امام جمعه موقت تهران و رئیس ستاد امر به معروف و نهی از منکر کشور، وزیر دادگستری، دبیر ستاد امر به معروف کشور و جمعی از اهالی فرهنگ و هنر در تالار وحدت برگزار و در این آیین از دانشجوی دانشگاه علامه‌طباطبائی تقدیر شد."
"نشست هم‌‏اندیشی هیئت رئیسه دانشگاه علامه‌طباطبائی با اعضای هیئت علمی دانشکده علوم ارتباطات برگزار شد","۰۵ اسفند ۱۴۰۲","https://atu.ac.ir/fa/news/24725/%D9%86%D8%B4%D8%B3%D8%AA-%D9%87%D9%85-%D8%A7%D9%86%D8%AF%DB%8C%D8%B4%DB%8C-%D9%87%DB%8C%D8%A6%D8%AA-%D8%B1%D8%A6%DB%8C%D8%B3%D9%87-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87-%D8%B9%D9%84%D8%A7%D9%85%D9%87-%D8%B7%D8%A8%D8%A7%D8%B7%D8%A8%D8%A7%D8%A6%DB%8C-%D8%A8%D8%A7-%D8%A7%D8%B9%D8%B6%D8%A7%DB%8C-%D9%87%DB%8C%D8%A6%D8%AA-%D8%B9%D9%84%D9%85%DB%8C-%D8%AF%D8%A7%D9%86%D8%B4%DA%A9%D8%AF%D9%87-%D8%B9%D9%84%D9%88%D9%85-%D8%A7%D8%B1%D8%AA%D8%A8%D8%A7%D8%B7%D8%A7%D8%AA-%D8%A8%D8%B1%DA%AF%D8%B2%D8%A7%D8%B1-%D8%B4%D8%AF","نشست هم‌‏اندیشی رئیس دانشگاه علامه‌طباطبائی و اعضای هیئت علمی دانشکده علوم ارتباطات با هدف تعامل و استفاده از ظرفیت اعضای هیئت علمی، برای رشد و ارتقا دانشکده و دانشگاه برگزار شد."
"رئیس دانشگاه علامه‌طباطبائی از بیست‌وچهارمین نمایشگاه رسانه‌های ایران بازدید کرد","۰۲ اسفند ۱۴۰۲","https://atu.ac.ir/fa/news/24706/%D8%B1%D8%A6%DB%8C%D8%B3-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87-%D8%B9%D9%84%D8%A7%D9%85%D9%87-%D8%B7%D8%A8%D8%A7%D8%B7%D8%A8%D8%A7%D8%A6%DB%8C-%D8%A7%D8%B2-%D8%A8%DB%8C%D8%B3%D8%AA-%D9%88%DA%86%D9%87%D8%A7%D8%B1%D9%85%DB%8C%D9%86-%D9%86%D9%85%D8%A7%DB%8C%D8%B4%DA%AF%D8%A7%D9%87-%D8%B1%D8%B3%D8%A7%D9%86%D9%87-%D9%87%D8%A7%DB%8C-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86-%D8%A8%D8%A7%D8%B2%D8%AF%DB%8C%D8%AF-%DA%A9%D8%B1%D8%AF","در چهارمین روز از برگزاری نمایشگاه رسانه‌های ایران، دکتر عبدالله معتمدی، رئیس دانشگاه علامه طباطبائی از این نمایشگاه بازدید کرد."
